ID,Number
2998,15
2999,11
3000,18
3001,7
3002,32
3003,23
3004,14
3005,10
3006,16
3007,20
3008,15
3009,15
3010,27
3011,38
3012,12
3013,23
3014,16
3015,16
3016,23
3017,18
3018,18
3019,30
3020,16
3021,22
3022,13
3023,10
3024,11
3025,10
3026,23
3027,22
3028,24
3029,22
3030,10
3031,2
3032,11
3033,14
3034,9
3035,5
3036,25
3037,14
3038,24
3039,22
3040,5
3041,26
3042,10
3043,16
3044,14
3045,29
3046,23
3047,31
3048,23
3049,11
3050,15
3051,26
3052,24
3053,13
3054,15
3055,18
3056,14
3057,33
3058,6
3059,24
3060,13
3061,13
3062,29
3063,35
3064,7
3065,25
3066,24
3067,38
3068,23
3069,32
3070,44
3071,22
3072,31
3073,26
3074,21
3075,19
3076,20
3077,24
3078,19
3079,24
3080,26
3081,25
3082,17
3083,30
3084,23
3085,24
3086,17
3087,19
3088,32
3089,6
3090,24
3091,29
3092,26
3093,33
3094,23
3095,5
3096,29
3097,19
3098,24
3099,34
3100,16
3101,8
3102,32
3103,19
3104,41
3105,21
3106,24
3107,19
3108,23
3109,13
3110,19
3111,16
3112,25
3113,11
3114,31
3115,3
3116,26
3117,13
3118,14
3119,21
3120,26
3121,29
3122,19
3123,19
3124,36
3125,17
3126,19
3127,18
3128,23
3129,11
3130,8
3131,10
3132,15
3133,10
3134,28
3135,14
3136,18
3137,20
3138,33
3139,26
3140,22
3141,17
3142,29
3143,15
3144,16
3145,20
3146,22
3147,13
3148,12
3149,22
3150,4
3151,13
3152,21
3153,19
3154,15
3155,23
3156,6
3157,38
3158,18
3159,27
3160,24
3161,9
3162,15
3163,34
3164,29
3165,20
3166,7
3167,3
3168,30
3169,12
3170,29
3171,22
3172,28
3173,27
3174,16
3175,22
3176,15
3177,18
3178,10
3179,16
3180,11
3181,18
3182,16
3183,33
3184,7
3185,29
3186,30
3187,8
3188,7
3189,16
3190,11
3191,15
3192,13
3193,5
3194,15
3195,5
3196,19
3197,11
3198,20
3199,10
3200,23
3201,26
3202,24
3203,18
3204,15
3205,19
3206,22
3207,24
3208,7
3209,12
3210,52
3211,11
3212,36
3213,27
3214,12
3215,22
3216,5
3217,24
3218,40
3219,8
3220,18
3221,12
3222,59
3223,20
3224,19
3225,13
3226,28
3227,16
3228,16
3229,43
3230,31
3231,36
3232,14
3233,32
3234,18
3235,25
3236,28
3237,21
3238,18
3239,9
3240,18
3241,13
3242,12
3243,16
3244,24
3245,23
3246,25
3247,23
3248,11
3249,13
3250,21
3251,30
3252,2
3253,8
3254,26
3255,12
3256,17
3257,23
3258,24
3259,15
3260,7
3261,14
3262,11
3263,6
3264,7
3265,19
3266,12
3267,24
3268,7
3269,16
3270,17
3271,18
3272,23
3273,13
3274,10
3275,19
3276,7
3277,7
3278,19
3279,11
3280,11
3281,16
3282,5
3283,15
3284,1
3285,4
3286,14
3287,8
3288,11
3289,7
3290,31
3291,27
3292,24
3293,27
3294,18
3295,19
3296,22
3297,11
3298,24
3299,12
3300,20
3301,14
3302,30
3303,42
3304,24
3305,22
3306,29
3307,10
3308,24
3309,15
3310,15
3311,21
3312,31
3313,25
3314,13
3315,22
3316,13
3317,20
3318,40
3319,9
3320,3
3321,23
3322,13
3323,14
3324,28
3325,29
3326,37
3327,28
3328,26
3329,14
3330,27
3331,1
3332,17
3333,10
3334,20
3335,9
3336,21
3337,16
3338,4
3339,27
3340,23
3341,51
3342,17
3343,15
3344,25
3345,22
3346,8
3347,12
3348,7
3349,21
3350,5
3351,20
3352,11
3353,11
3354,12
3355,27
3356,7
3357,12
3358,34
3359,29
3360,9
3361,21
3362,23
3363,8
3364,8
3365,34
3366,23
3367,23
3368,27
3369,14
3370,22
3371,46
3372,22
3373,23
3374,21
3375,24
3376,30
3377,40
3378,21
3379,29
3380,23
3381,21
3382,20
3383,39
3384,33
3385,42
3386,5
3387,19
3388,22
3389,24
3390,35
3391,5
3392,30
3393,16
3394,17
3395,29
3396,13
3397,11
3398,32
3399,23
3400,27
3401,39
3402,22
3403,21
3404,23
3405,18
3406,22
3407,29
3408,23
3409,22
3410,34
3411,31
3412,12
3413,23
3414,16
3415,18
3416,28
3417,22
3418,31
3419,22
3420,23
3421,16
3422,19
3423,24
3424,10
3425,14
3426,11
3427,14
3428,10
3429,36
3430,16
3431,18
3432,13
3433,27
3434,20
3435,24
3436,26
3437,13
3438,7
3439,19
3440,19
3441,27
3442,36
3443,9
3444,41
3445,37
3446,22
3447,12
3448,44
3449,35
3450,22
3451,26
3452,14
3453,18
3454,12
3455,23
3456,10
3457,37
3458,19
3459,23
3460,19
3461,15
3462,32
3463,25
3464,18
3465,12
3466,10
3467,25
3468,19
3469,34
3470,24
3471,12
3472,21
3473,12
3474,29
3475,30
3476,14
3477,31
3478,19
3479,32
3480,24
3481,8
3482,6
3483,27
3484,25
3485,15
3486,22
3487,12
3488,24
3489,14
3490,25
3491,11
3492,28
3493,21
3494,16
3495,8
3496,16
3497,11
3498,16
3499,14
3500,22
3501,18
3502,8
3503,16
3504,20
3505,8
3506,5
3507,19
3508,20
3509,8
3510,8
3511,12
3512,14
3513,14
3514,22
3515,13
3516,19
3517,25
3518,14
3519,11
3520,8
3521,18
3522,23
3523,15
3524,14
3525,37
3526,36
3527,21
3528,23
3529,21
3530,34
3531,33
3532,13
3533,28
3534,19
3535,10
3536,15
3537,10
3538,32
3539,34
3540,32
3541,44
3542,40
3543,10
3544,20
3545,27
3546,11
3547,29
3548,33
3549,19
3550,18
3551,14
3552,16
3553,21
3554,40
3555,26
3556,41
3557,20
3558,26
3559,27
3560,18
3561,40
3562,34
3563,23
3564,16
3565,24
3566,10
3567,14
3568,29
3569,23
3570,12
3571,26
3572,9
3573,7
3574,19
3575,9
3576,15
3577,22
3578,18
3579,31
3580,17
3581,22
3582,20
3583,15
3584,24
3585,26
3586,10
3587,19
3588,18
3589,23
3590,21
3591,15
3592,19
3593,11
3594,22
3595,19
3596,36
3597,15
3598,29
3599,10
3600,22
3601,30
3602,31
3603,15
3604,15
3605,26
3606,13
3607,23
3608,33
3609,11
3610,22
3611,8
3612,24
3613,31
3614,4
3615,11
3616,26
3617,15
3618,24
3619,21
3620,28
3621,20
3622,26
3623,24
3624,19
3625,26
3626,32
3627,26
3628,36
3629,7
3630,28
3631,15
3632,12
3633,18
3634,8
3635,37
3636,19
3637,16
3638,31
3639,25
3640,16
3641,9
3642,20
3643,25
3644,16
3645,17
3646,33
3647,21
3648,21
3649,38
3650,19
3651,8
3652,4
3653,16
3654,18
3655,17
3656,16
3657,10
3658,28
3659,20
3660,13
3661,25
3662,21
3663,16
3664,12
3665,13
3666,5
3667,3
3668,26
3669,22
3670,30
3671,36
3672,28
3673,17
3674,43
3675,20
3676,35
3677,15
3678,11
3679,20
3680,16
3681,20
3682,10
3683,21
3684,15
3685,20
3686,15
3687,38
3688,11
3689,17
3690,5
3691,11
3692,40
3693,19
3694,3
3695,8
3696,22
3697,28
3698,24
3699,18
3700,22
3701,21
3702,18
3703,25
3704,25
3705,17
3706,20
3707,10
3708,20
3709,29
3710,7
3711,21
3712,19
3713,12
3714,15
3715,28
3716,32
3717,11
3718,13
3719,49
3720,16
3721,44
3722,15
3723,12
3724,16
3725,25
3726,11
3727,9
3728,28
3729,27
3730,36
3731,29
3732,32
3733,15
3734,12
3735,6
3736,19
3737,28
3738,14
3739,10
3740,3
3741,33
3742,34
3743,21
3744,13
3745,46
3746,15
3747,28
3748,35
3749,27
3750,25
3751,10
3752,27
3753,23
3754,37
3755,27
3756,32
3757,18
3758,6
3759,18
3760,19
3761,18
